month,advances,declines,ratio
01-Oct-2004,448,332,1.35
30-Sep-2004,466,310,1.5
29-Sep-2004,483,290,1.67
28-Sep-2004,283,494,0.57
27-Sep-2004,426,347,1.23
24-Sep-2004,427,331,1.29
23-Sep-2004,225,529,0.43
22-Sep-2004,400,358,1.12
21-Sep-2004,455,299,1.52
20-Sep-2004,316,449,0.7
17-Sep-2004,389,377,1.03
16-Sep-2004,559,210,2.66
15-Sep-2004,252,524,0.48
14-Sep-2004,282,493,0.57
13-Sep-2004,390,380,1.03
10-Sep-2004,497,278,1.79
09-Sep-2004,176,600,0.29
08-Sep-2004,473,290,1.63
07-Sep-2004,439,317,1.38
06-Sep-2004,549,204,2.69
03-Sep-2004,431,333,1.29
02-Sep-2004,284,483,0.59
01-Sep-2004,553,222,2.49
31-Aug-2004,480,284,1.69
30-Aug-2004,663,107,6.2
27-Aug-2004,491,266,1.85
26-Aug-2004,541,203,2.67
25-Aug-2004,361,370,0.98
24-Aug-2004,470,267,1.76
23-Aug-2004,243,494,0.49
20-Aug-2004,228,518,0.44
19-Aug-2004,485,256,1.89
18-Aug-2004,304,431,0.71
17-Aug-2004,491,253,1.94
16-Aug-2004,368,367,1.0
13-Aug-2004,392,339,1.16
12-Aug-2004,191,559,0.34
11-Aug-2004,130,632,0.21
10-Aug-2004,444,302,1.47
09-Aug-2004,427,315,1.36
06-Aug-2004,280,464,0.6
05-Aug-2004,601,160,3.76
04-Aug-2004,342,395,0.87
03-Aug-2004,312,431,0.72
02-Aug-2004,338,408,0.83
30-Jul-2004,427,315,1.36
29-Jul-2004,441,284,1.55
28-Jul-2004,283,448,0.63
27-Jul-2004,149,601,0.25
26-Jul-2004,394,362,1.09
23-Jul-2004,397,341,1.16
22-Jul-2004,464,289,1.61
21-Jul-2004,438,302,1.45
20-Jul-2004,255,485,0.53
19-Jul-2004,582,157,3.71
16-Jul-2004,603,153,3.94
15-Jul-2004,593,148,4.01
14-Jul-2004,360,368,0.98
13-Jul-2004,315,417,0.76
12-Jul-2004,498,231,2.16
09-Jul-2004,530,189,2.8
08-Jul-2004,122,625,0.2
07-Jul-2004,425,295,1.44
06-Jul-2004,463,246,1.88
05-Jul-2004,274,428,0.64
02-Jul-2004,367,341,1.08
01-Jul-2004,471,258,1.83
30-Jun-2004,377,350,1.08
29-Jun-2004,438,272,1.61
28-Jun-2004,629,108,5.82
25-Jun-2004,594,135,4.4
24-Jun-2004,362,348,1.04
23-Jun-2004,110,636,0.17
22-Jun-2004,195,518,0.38
21-Jun-2004,195,529,0.37
18-Jun-2004,283,430,0.66
17-Jun-2004,378,331,1.14
16-Jun-2004,295,420,0.7
15-Jun-2004,469,245,1.91
14-Jun-2004,86,648,0.13
11-Jun-2004,180,549,0.33
10-Jun-2004,412,301,1.37
09-Jun-2004,463,257,1.8
08-Jun-2004,334,382,0.87
07-Jun-2004,475,231,2.06
04-Jun-2004,330,385,0.86
03-Jun-2004,138,584,0.24
02-Jun-2004,432,277,1.56
01-Jun-2004,496,213,2.33
31-May-2004,112,627,0.18
28-May-2004,57,693,0.08
27-May-2004,201,516,0.39
26-May-2004,355,360,0.99
25-May-2004,306,422,0.73
24-May-2004,617,124,4.98
21-May-2004,281,432,0.65
20-May-2004,434,291,1.49
19-May-2004,637,101,6.31
18-May-2004,623,111,5.61
17-May-2004,17,698,0.02
14-May-2004,27,719,0.04
13-May-2004,456,273,1.67
12-May-2004,467,260,1.8
11-May-2004,43,689,0.06
10-May-2004,209,530,0.39
07-May-2004,253,474,0.53
06-May-2004,585,153,3.82
05-May-2004,460,277,1.66
04-May-2004,632,101,6.26
03-May-2004,130,603,0.22
30-Apr-2004,356,367,0.97
29-Apr-2004,431,281,1.53
28-Apr-2004,391,333,1.17
27-Apr-2004,55,683,0.08
23-Apr-2004,323,407,0.79
22-Apr-2004,494,228,2.17
21-Apr-2004,580,152,3.82
20-Apr-2004,270,443,0.61
19-Apr-2004,193,539,0.36
17-Apr-2004,476,243,1.96
16-Apr-2004,490,235,2.09
15-Apr-2004,430,293,1.47
13-Apr-2004,468,249,1.88
12-Apr-2004,431,288,1.5
08-Apr-2004,430,284,1.51
07-Apr-2004,314,401,0.78
06-Apr-2004,165,560,0.29
05-Apr-2004,539,176,3.06
02-Apr-2004,487,231,2.11
01-Apr-2004,651,88,7.4
31-Mar-2004,470,253,1.86
30-Mar-2004,503,210,2.4
29-Mar-2004,516,201,2.57
26-Mar-2004,581,137,4.24
25-Mar-2004,538,177,3.04
24-Mar-2004,337,386,0.87
23-Mar-2004,220,494,0.45
22-Mar-2004,99,641,0.15
19-Mar-2004,295,403,0.73
18-Mar-2004,172,543,0.32
17-Mar-2004,387,329,1.18
16-Mar-2004,149,572,0.26
15-Mar-2004,100,634,0.16
12-Mar-2004,259,450,0.58
11-Mar-2004,162,565,0.29
10-Mar-2004,204,520,0.39
09-Mar-2004,180,538,0.33
08-Mar-2004,418,298,1.4
05-Mar-2004,395,310,1.27
04-Mar-2004,203,520,0.39
03-Mar-2004,347,377,0.92
01-Mar-2004,483,227,2.13
27-Feb-2004,319,398,0.8
26-Feb-2004,258,452,0.57
25-Feb-2004,173,540,0.32
24-Feb-2004,295,412,0.72
23-Feb-2004,122,603,0.2
20-Feb-2004,242,459,0.53
19-Feb-2004,71,660,0.11
18-Feb-2004,288,435,0.66
17-Feb-2004,259,460,0.56
16-Feb-2004,509,218,2.33
13-Feb-2004,533,188,2.84
12-Feb-2004,326,385,0.85
11-Feb-2004,355,357,0.99
10-Feb-2004,318,392,0.81
09-Feb-2004,605,117,5.17
06-Feb-2004,328,372,0.88
05-Feb-2004,343,370,0.93
04-Feb-2004,486,242,2.01
03-Feb-2004,61,673,0.09
30-Jan-2004,94,643,0.15
29-Jan-2004,261,461,0.57
28-Jan-2004,133,599,0.22
27-Jan-2004,603,129,4.67
23-Jan-2004,660,88,7.5
22-Jan-2004,125,617,0.2
21-Jan-2004,20,730,0.03
20-Jan-2004,180,558,0.32
19-Jan-2004,315,420,0.75
16-Jan-2004,87,658,0.13
15-Jan-2004,189,549,0.34
14-Jan-2004,485,247,1.96
13-Jan-2004,333,397,0.84
12-Jan-2004,165,577,0.29
09-Jan-2004,252,486,0.52
08-Jan-2004,669,76,8.8
07-Jan-2004,137,596,0.23
06-Jan-2004,101,630,0.16
05-Jan-2004,202,533,0.38
02-Jan-2004,499,232,2.15
01-Jan-2004,589,138,4.27
31-Dec-2003,209,533,0.39
30-Dec-2003,124,615,0.2
29-Dec-2003,539,192,2.81
26-Dec-2003,510,225,2.27
24-Dec-2003,504,233,2.16
23-Dec-2003,237,493,0.48
22-Dec-2003,467,257,1.82
19-Dec-2003,372,353,1.05
18-Dec-2003,561,163,3.44
17-Dec-2003,351,376,0.93
16-Dec-2003,248,478,0.52
15-Dec-2003,532,193,2.76
12-Dec-2003,392,329,1.19
11-Dec-2003,303,421,0.72
10-Dec-2003,346,380,0.91
09-Dec-2003,660,73,9.04
08-Dec-2003,541,175,3.09
05-Dec-2003,284,426,0.67
04-Dec-2003,422,289,1.46
03-Dec-2003,508,204,2.49
02-Dec-2003,334,373,0.9
01-Dec-2003,553,163,3.39
28-Nov-2003,456,241,1.89
27-Nov-2003,535,167,3.2
25-Nov-2003,526,164,3.21
24-Nov-2003,529,159,3.33
21-Nov-2003,227,456,0.5
20-Nov-2003,205,490,0.42
19-Nov-2003,205,489,0.42
18-Nov-2003,327,369,0.89
17-Nov-2003,517,168,3.08
15-Nov-2003,481,169,2.85
14-Nov-2003,100,597,0.17
13-Nov-2003,160,531,0.3
12-Nov-2003,476,225,2.12
11-Nov-2003,494,201,2.46
10-Nov-2003,471,184,2.56
07-Nov-2003,388,286,1.36
06-Nov-2003,501,181,2.77
05-Nov-2003,368,306,1.2
04-Nov-2003,304,384,0.79
03-Nov-2003,372,308,1.21
31-Oct-2003,445,223,2.0
30-Oct-2003,393,277,1.42
29-Oct-2003,318,336,0.95
28-Oct-2003,185,473,0.39
27-Oct-2003,137,528,0.26
25-Oct-2003,527,88,5.99
24-Oct-2003,466,190,2.45
23-Oct-2003,268,382,0.7
22-Oct-2003,169,496,0.34
21-Oct-2003,94,578,0.16
20-Oct-2003,199,480,0.41
17-Oct-2003,281,390,0.72
16-Oct-2003,371,306,1.21
15-Oct-2003,315,361,0.87
14-Oct-2003,151,533,0.28
13-Oct-2003,430,251,1.71
10-Oct-2003,278,390,0.71
09-Oct-2003,493,183,2.69
08-Oct-2003,303,362,0.84
07-Oct-2003,273,394,0.69
06-Oct-2003,475,185,2.57
03-Oct-2003,452,203,2.23
01-Oct-2003,350,302,1.16
30-Sep-2003,374,268,1.4
29-Sep-2003,429,219,1.96
26-Sep-2003,498,148,3.36
25-Sep-2003,279,327,0.85
24-Sep-2003,411,211,1.95
23-Sep-2003,371,221,1.68
22-Sep-2003,268,342,0.78
19-Sep-2003,253,349,0.72
18-Sep-2003,63,539,0.12
17-Sep-2003,265,328,0.81
16-Sep-2003,416,181,2.3
15-Sep-2003,89,522,0.17
12-Sep-2003,124,502,0.25
11-Sep-2003,339,290,1.17
10-Sep-2003,221,399,0.55
09-Sep-2003,189,541,0.35
08-Sep-2003,374,345,1.08
05-Sep-2003,389,325,1.2
04-Sep-2003,301,406,0.74
03-Sep-2003,161,570,0.28
02-Sep-2003,252,466,0.54
01-Sep-2003,449,275,1.63
29-Aug-2003,349,379,0.92
28-Aug-2003,302,424,0.71
27-Aug-2003,459,255,1.8
26-Aug-2003,675,56,12.05
25-Aug-2003,63,676,0.09
22-Aug-2003,251,471,0.53
21-Aug-2003,374,344,1.09
20-Aug-2003,416,317,1.31
19-Aug-2003,177,560,0.32
18-Aug-2003,554,179,3.09
14-Aug-2003,377,350,1.08
13-Aug-2003,468,257,1.82
12-Aug-2003,303,424,0.71
11-Aug-2003,376,342,1.1
08-Aug-2003,469,243,1.93
07-Aug-2003,578,124,4.66
06-Aug-2003,253,462,0.55
05-Aug-2003,187,532,0.35
04-Aug-2003,482,238,2.03
01-Aug-2003,368,338,1.09
31-Jul-2003,283,426,0.66
30-Jul-2003,482,233,2.07
29-Jul-2003,369,331,1.11
28-Jul-2003,483,222,2.18
25-Jul-2003,520,187,2.78
24-Jul-2003,471,229,2.06
23-Jul-2003,443,249,1.78
22-Jul-2003,180,536,0.34
21-Jul-2003,189,515,0.37
18-Jul-2003,175,542,0.32
17-Jul-2003,201,512,0.39
16-Jul-2003,539,171,3.15
15-Jul-2003,110,614,0.18
14-Jul-2003,468,249,1.88
11-Jul-2003,313,397,0.79
10-Jul-2003,280,423,0.66
09-Jul-2003,102,631,0.16
08-Jul-2003,359,366,0.98
07-Jul-2003,491,224,2.19
04-Jul-2003,378,345,1.1
03-Jul-2003,410,307,1.34
02-Jul-2003,515,199,2.59
01-Jul-2003,320,381,0.84
30-Jun-2003,466,238,1.96
27-Jun-2003,400,296,1.35
26-Jun-2003,363,331,1.1
25-Jun-2003,515,197,2.61
24-Jun-2003,360,337,1.07
23-Jun-2003,300,404,0.74
20-Jun-2003,369,325,1.14
19-Jun-2003,319,376,0.85
18-Jun-2003,320,362,0.88
17-Jun-2003,509,187,2.72
16-Jun-2003,326,362,0.9
13-Jun-2003,287,401,0.72
12-Jun-2003,419,266,1.58
11-Jun-2003,369,321,1.15
10-Jun-2003,209,494,0.42
09-Jun-2003,504,200,2.52
06-Jun-2003,458,244,1.88
05-Jun-2003,334,355,0.94
04-Jun-2003,516,169,3.05
03-Jun-2003,260,419,0.62
02-Jun-2003,405,294,1.38
30-May-2003,411,280,1.47
29-May-2003,359,317,1.13
28-May-2003,347,346,1.0
27-May-2003,279,415,0.67
26-May-2003,500,196,2.55
23-May-2003,396,284,1.39
22-May-2003,361,320,1.13
21-May-2003,416,261,1.59
20-May-2003,354,316,1.12
19-May-2003,253,445,0.57
16-May-2003,443,254,1.74
15-May-2003,580,127,4.57
14-May-2003,500,184,2.72
13-May-2003,491,184,2.67
12-May-2003,392,257,1.53
09-May-2003,331,331,1.0
08-May-2003,265,386,0.69
07-May-2003,289,375,0.77
06-May-2003,356,278,1.28
05-May-2003,514,157,3.27
02-May-2003,495,169,2.93
30-Apr-2003,299,340,0.88
29-Apr-2003,318,321,0.99
28-Apr-2003,371,261,1.42
25-Apr-2003,265,366,0.72
24-Apr-2003,301,349,0.86
23-Apr-2003,271,377,0.72
22-Apr-2003,313,323,0.97
21-Apr-2003,386,240,1.61
17-Apr-2003,212,430,0.49
16-Apr-2003,314,297,1.06
15-Apr-2003,383,235,1.63
11-Apr-2003,335,287,1.17
10-Apr-2003,133,513,0.26
09-Apr-2003,205,431,0.48
08-Apr-2003,293,345,0.85
07-Apr-2003,560,96,5.83
04-Apr-2003,530,126,4.21
03-Apr-2003,506,137,3.69
02-Apr-2003,491,133,3.69
01-Apr-2003,451,172,2.62
31-Mar-2003,136,536,0.25
28-Mar-2003,266,373,0.71
27-Mar-2003,269,347,0.78
26-Mar-2003,223,425,0.52
25-Mar-2003,223,433,0.52
24-Mar-2003,119,550,0.22
22-Mar-2003,413,210,1.97
21-Mar-2003,412,246,1.67
20-Mar-2003,461,202,2.28
19-Mar-2003,352,309,1.14
17-Mar-2003,166,511,0.32
13-Mar-2003,249,412,0.6
12-Mar-2003,308,360,0.86
11-Mar-2003,332,329,1.01
10-Mar-2003,137,532,0.26
07-Mar-2003,99,584,0.17
06-Mar-2003,218,442,0.49
05-Mar-2003,160,519,0.31
04-Mar-2003,132,551,0.24
03-Mar-2003,269,392,0.69
28-Feb-2003,310,354,0.88
27-Feb-2003,465,197,2.36
26-Feb-2003,242,413,0.59
25-Feb-2003,156,517,0.3
24-Feb-2003,369,308,1.2
21-Feb-2003,289,376,0.77
20-Feb-2003,276,381,0.72
19-Feb-2003,395,261,1.51
18-Feb-2003,359,304,1.18
17-Feb-2003,584,91,6.42
14-Feb-2003,162,519,0.31
12-Feb-2003,198,446,0.44
11-Feb-2003,235,429,0.55
10-Feb-2003,145,514,0.28
07-Feb-2003,274,385,0.71
06-Feb-2003,368,291,1.26
05-Feb-2003,180,484,0.37
04-Feb-2003,297,374,0.79
03-Feb-2003,460,219,2.1
31-Jan-2003,270,402,0.67
30-Jan-2003,274,395,0.69
29-Jan-2003,333,333,1.0
28-Jan-2003,460,211,2.18
27-Jan-2003,79,610,0.13
24-Jan-2003,100,595,0.17
23-Jan-2003,196,492,0.4
22-Jan-2003,334,341,0.98
21-Jan-2003,262,426,0.62
20-Jan-2003,270,406,0.67
17-Jan-2003,352,321,1.1
16-Jan-2003,426,260,1.64
15-Jan-2003,338,337,1.0
14-Jan-2003,369,287,1.29
13-Jan-2003,274,383,0.72
10-Jan-2003,227,453,0.5
09-Jan-2003,432,247,1.75
08-Jan-2003,455,214,2.13
07-Jan-2003,258,404,0.64
06-Jan-2003,182,500,0.36
03-Jan-2003,280,395,0.71
02-Jan-2003,248,443,0.56
01-Jan-2003,396,249,1.59
31-Dec-2002,420,253,1.66
30-Dec-2002,245,436,0.56
27-Dec-2002,324,354,0.92
26-Dec-2002,400,267,1.5
24-Dec-2002,410,258,1.59
23-Dec-2002,244,439,0.56
20-Dec-2002,257,303,0.85
19-Dec-2002,334,351,0.95
18-Dec-2002,375,303,1.24
17-Dec-2002,162,513,0.32
16-Dec-2002,220,474,0.46
13-Dec-2002,396,272,1.46
12-Dec-2002,286,383,0.75
11-Dec-2002,323,362,0.89
10-Dec-2002,307,388,0.79
09-Dec-2002,213,487,0.44
06-Dec-2002,462,219,2.11
05-Dec-2002,496,204,2.43
04-Dec-2002,180,520,0.35
03-Dec-2002,128,591,0.22
02-Dec-2002,608,110,5.53
29-Nov-2002,517,193,2.0
28-Nov-2002,485,216,2.25
27-Nov-2002,263,432,0.61
26-Nov-2002,453,243,1.86
25-Nov-2002,434,256,1.7
22-Nov-2002,404,274,1.47
21-Nov-2002,428,251,1.71
20-Nov-2002,425,267,1.59
18-Nov-2002,442,216,2.05
15-Nov-2002,423,243,1.74
14-Nov-2002,351,308,1.14
13-Nov-2002,304,359,0.85
12-Nov-2002,266,379,0.7
11-Nov-2002,246,422,0.58
08-Nov-2002,272,395,0.69
07-Nov-2002,323,341,0.95
05-Nov-2002,274,371,0.74
04-Nov-2002,454,159,2.86
01-Nov-2002,333,324,1.03
31-Oct-2002,386,293,1.32
30-Oct-2002,346,316,1.09
29-Oct-2002,461,228,2.02
28-Oct-2002,253,427,0.59
25-Oct-2002,200,477,0.42
24-Oct-2002,191,487,0.39
23-Oct-2002,216,450,0.48
22-Oct-2002,205,471,0.44
21-Oct-2002,283,393,0.72
18-Oct-2002,357,303,1.18
17-Oct-2002,292,360,0.81
16-Oct-2002,270,392,0.69
14-Oct-2002,307,369,0.83
11-Oct-2002,412,243,1.7
10-Oct-2002,243,401,0.61
09-Oct-2002,244,416,0.59
08-Oct-2002,402,275,1.46
07-Oct-2002,461,206,2.24
04-Oct-2002,319,344,0.93
03-Oct-2002,277,388,0.71
01-Oct-2002,188,506,0.37
30-Sep-2002,174,539,0.32
27-Sep-2002,461,256,1.8
26-Sep-2002,400,288,1.39
25-Sep-2002,333,374,0.89
24-Sep-2002,190,553,0.34
23-Sep-2002,271,449,0.6
20-Sep-2002,322,383,0.84
19-Sep-2002,169,565,0.3
18-Sep-2002,194,537,0.36
17-Sep-2002,346,373,0.93
16-Sep-2002,231,494,0.47
13-Sep-2002,306,418,0.73
12-Sep-2002,412,289,1.43
11-Sep-2002,461,271,1.7
09-Sep-2002,197,513,0.38
06-Sep-2002,171,573,0.3
05-Sep-2002,391,321,1.22
04-Sep-2002,308,409,0.75
03-Sep-2002,225,510,0.44
02-Sep-2002,482,262,1.84
30-Aug-2002,476,257,1.85
29-Aug-2002,227,498,0.46
28-Aug-2002,266,471,0.56
27-Aug-2002,171,557,0.31
26-Aug-2002,342,387,0.88
23-Aug-2002,370,361,1.02
22-Aug-2002,265,448,0.59
21-Aug-2002,353,374,0.94
20-Aug-2002,439,283,1.55
19-Aug-2002,267,443,0.6
16-Aug-2002,423,314,1.35
14-Aug-2002,256,474,0.54
13-Aug-2002,401,298,1.35
12-Aug-2002,458,273,1.68
09-Aug-2002,423,315,1.34
08-Aug-2002,108,643,0.17
07-Aug-2002,482,266,1.81
06-Aug-2002,441,296,1.49
05-Aug-2002,603,149,4.05
02-Aug-2002,272,459,0.59
01-Aug-2002,404,329,1.23
31-Jul-2002,305,437,0.7
30-Jul-2002,245,507,0.48
29-Jul-2002,127,619,0.21
26-Jul-2002,67,696,0.1
25-Jul-2002,331,410,0.81
24-Jul-2002,128,639,0.2
23-Jul-2002,485,269,1.8
22-Jul-2002,62,723,0.09
19-Jul-2002,261,494,0.53
18-Jul-2002,616,155,3.97
17-Jul-2002,157,623,0.25
16-Jul-2002,219,546,0.4
15-Jul-2002,106,671,0.16
12-Jul-2002,387,368,1.05
11-Jul-2002,124,661,0.19
10-Jul-2002,142,648,0.22
09-Jul-2002,295,487,0.61
08-Jul-2002,585,204,2.87
05-Jul-2002,517,258,2.0
04-Jul-2002,472,299,1.58
03-Jul-2002,395,377,1.05
02-Jul-2002,395,368,1.07
01-Jul-2002,570,203,2.81
28-Jun-2002,489,281,1.74
27-Jun-2002,468,291,1.61
26-Jun-2002,171,609,0.28
25-Jun-2002,296,476,0.62
24-Jun-2002,413,366,1.13
21-Jun-2002,364,412,0.88
20-Jun-2002,496,274,1.81
19-Jun-2002,199,579,0.34
18-Jun-2002,348,432,0.81
17-Jun-2002,572,212,2.7
14-Jun-2002,486,288,1.69
13-Jun-2002,381,377,1.01
12-Jun-2002,408,363,1.12
11-Jun-2002,614,140,4.39
10-Jun-2002,614,142,4.32
07-Jun-2002,170,582,0.29
06-Jun-2002,270,487,0.55
05-Jun-2002,591,175,3.38
04-Jun-2002,507,239,2.12
03-Jun-2002,539,182,2.96
31-May-2002,291,427,0.68
30-May-2002,261,462,0.56
29-May-2002,536,203,2.64
28-May-2002,160,564,0.28
27-May-2002,373,348,1.07
24-May-2002,687,62,11.08
23-May-2002,306,413,0.74
22-May-2002,510,215,2.37
21-May-2002,71,672,0.11
20-May-2002,91,655,0.14
17-May-2002,162,576,0.28
16-May-2002,161,598,0.27
15-May-2002,147,613,0.24
14-May-2002,288,466,0.62
13-May-2002,395,349,1.13
10-May-2002,230,516,0.45
09-May-2002,353,406,0.87
08-May-2002,440,309,1.42
07-May-2002,457,297,1.54
06-May-2002,472,269,1.75
03-May-2002,384,353,1.09
02-May-2002,461,293,1.57
30-Apr-2002,477,256,1.86
29-Apr-2002,302,432,0.7
26-Apr-2002,338,389,0.87
25-Apr-2002,280,460,0.61
24-Apr-2002,445,285,1.56
23-Apr-2002,386,327,1.18
22-Apr-2002,281,449,0.63
19-Apr-2002,205,555,0.37
18-Apr-2002,389,367,1.06
17-Apr-2002,480,284,1.69
16-Apr-2002,311,450,0.69
15-Apr-2002,331,434,0.76
12-Apr-2002,465,281,1.65
11-Apr-2002,471,272,1.73
10-Apr-2002,463,277,1.67
09-Apr-2002,392,328,1.2
08-Apr-2002,402,322,1.25
05-Apr-2002,444,275,1.61
04-Apr-2002,467,248,1.88
03-Apr-2002,297,419,0.71
02-Apr-2002,317,400,0.79
01-Apr-2002,436,275,1.59
28-Mar-2002,424,285,1.49
27-Mar-2002,379,335,1.13
26-Mar-2002,263,450,0.58
22-Mar-2002,279,432,0.65
21-Mar-2002,302,406,0.74
20-Mar-2002,241,495,0.49
19-Mar-2002,214,529,0.4
18-Mar-2002,462,262,1.76
15-Mar-2002,473,221,2.14
14-Mar-2002,359,347,1.03
13-Mar-2002,374,314,1.19
12-Mar-2002,175,560,0.31
11-Mar-2002,258,459,0.56
08-Mar-2002,334,387,0.86
07-Mar-2002,387,326,1.19
06-Mar-2002,287,435,0.66
05-Mar-2002,351,378,0.93
04-Mar-2002,463,262,1.77
01-Mar-2002,464,219,2.12
28-Feb-2002,94,639,0.15
27-Feb-2002,251,495,0.51
26-Feb-2002,454,267,1.7
25-Feb-2002,384,339,1.13
22-Feb-2002,369,367,1.01
21-Feb-2002,432,296,1.46
20-Feb-2002,191,534,0.36
19-Feb-2002,236,505,0.47
18-Feb-2002,434,306,1.42
15-Feb-2002,485,264,1.84
14-Feb-2002,439,284,1.55
13-Feb-2002,369,350,1.05
12-Feb-2002,362,362,1.0
11-Feb-2002,480,231,2.08
08-Feb-2002,411,308,1.33
07-Feb-2002,263,444,0.59
06-Feb-2002,534,169,3.16
05-Feb-2002,291,405,0.72
04-Feb-2002,329,368,0.89
01-Feb-2002,403,286,1.41
31-Jan-2002,410,274,1.5
30-Jan-2002,231,460,0.5
29-Jan-2002,281,401,0.7
28-Jan-2002,291,386,0.75
25-Jan-2002,318,365,0.87
24-Jan-2002,281,398,0.71
23-Jan-2002,323,382,0.85
22-Jan-2002,324,365,0.89
21-Jan-2002,360,342,1.05
18-Jan-2002,338,388,0.87
17-Jan-2002,468,261,1.79
16-Jan-2002,376,347,1.08
15-Jan-2002,285,435,0.66
14-Jan-2002,512,212,2.42
11-Jan-2002,230,501,0.46
10-Jan-2002,370,348,1.06
09-Jan-2002,231,514,0.45
08-Jan-2002,274,449,0.61
07-Jan-2002,393,349,1.13
04-Jan-2002,397,329,1.21
03-Jan-2002,472,278,1.7
02-Jan-2002,360,368,0.98
01-Jan-2002,335,399,0.84
31-Dec-2001,592,170,3.48
28-Dec-2001,610,377,1.62
27-Dec-2001,313,631,0.5
26-Dec-2001,393,522,0.75
24-Dec-2001,360,655,0.55
21-Dec-2001,189,886,0.21
20-Dec-2001,211,825,0.26
19-Dec-2001,205,844,0.24
18-Dec-2001,419,634,0.66
14-Dec-2001,474,581,0.82
13-Dec-2001,206,680,0.3
12-Dec-2001,445,618,0.72
11-Dec-2001,524,568,0.92
10-Dec-2001,748,352,2.13
07-Dec-2001,483,649,0.74
06-Dec-2001,785,331,2.37
05-Dec-2001,711,411,1.73
04-Dec-2001,693,407,1.7
03-Dec-2001,780,319,2.45
29-Nov-2001,384,731,0.53
28-Nov-2001,306,813,0.38
27-Nov-2001,527,636,0.83
26-Nov-2001,946,229,4.13
23-Nov-2001,683,448,1.52
22-Nov-2001,706,408,1.73
21-Nov-2001,674,396,1.7
20-Nov-2001,435,676,0.64
19-Nov-2001,881,234,3.76
15-Nov-2001,558,472,1.18
14-Nov-2001,590,196,3.01
13-Nov-2001,451,523,0.86
12-Nov-2001,809,239,3.38
09-Nov-2001,581,463,1.25
08-Nov-2001,568,435,1.31
07-Nov-2001,507,510,0.99
06-Nov-2001,668,350,1.91
05-Nov-2001,602,367,1.64
02-Nov-2001,490,593,0.83
01-Nov-2001,564,449,1.26
31-Oct-2001,468,519,0.9
30-Oct-2001,357,632,0.56
29-Oct-2001,606,413,1.47
25-Oct-2001,475,521,0.91
24-Oct-2001,450,533,0.84
23-Oct-2001,641,397,1.61
22-Oct-2001,768,258,2.98
19-Oct-2001,556,475,1.17
18-Oct-2001,407,565,0.72
17-Oct-2001,640,362,1.77
16-Oct-2001,663,300,2.21
15-Oct-2001,614,337,1.82
12-Oct-2001,513,486,1.06
11-Oct-2001,603,353,1.71
10-Oct-2001,608,323,1.88
09-Oct-2001,612,349,1.75
08-Oct-2001,312,602,0.52
05-Oct-2001,511,461,1.11
04-Oct-2001,513,416,1.23
03-Oct-2001,385,538,0.72
01-Oct-2001,366,529,0.69
28-Sep-2001,663,331,2.0
27-Sep-2001,585,351,1.67
26-Sep-2001,479,423,1.13
25-Sep-2001,444,542,0.82
24-Sep-2001,646,306,2.11
21-Sep-2001,343,645,0.53
20-Sep-2001,260,670,0.39
19-Sep-2001,647,314,2.06
18-Sep-2001,752,206,3.65
17-Sep-2001,111,906,0.12
14-Sep-2001,105,976,0.11
13-Sep-2001,433,503,0.86
12-Sep-2001,152,841,0.18
11-Sep-2001,431,535,0.81
10-Sep-2001,589,395,1.49
07-Sep-2001,400,611,0.65
06-Sep-2001,317,630,0.5
05-Sep-2001,381,581,0.66
04-Sep-2001,440,511,0.86
03-Sep-2001,456,551,0.83
31-Aug-2001,394,633,0.62
30-Aug-2001,463,515,0.9
29-Aug-2001,498,488,1.02
28-Aug-2001,470,530,0.89
27-Aug-2001,646,342,1.89
24-Aug-2001,459,552,0.83
23-Aug-2001,435,519,0.84
21-Aug-2001,525,434,1.21
20-Aug-2001,490,479,1.02
17-Aug-2001,467,540,0.86
16-Aug-2001,466,477,0.98
14-Aug-2001,518,400,1.3
13-Aug-2001,481,455,1.06
10-Aug-2001,460,544,0.85
09-Aug-2001,419,544,0.77
08-Aug-2001,453,480,0.94
07-Aug-2001,417,549,0.76
06-Aug-2001,574,369,1.56
03-Aug-2001,576,405,1.42
02-Aug-2001,479,418,1.15
01-Aug-2001,385,571,0.67
31-Jul-2001,462,451,1.02
30-Jul-2001,557,367,1.52
27-Jul-2001,513,454,1.13
26-Jul-2001,406,539,0.75
25-Jul-2001,214,798,0.27
24-Jul-2001,353,605,0.58
23-Jul-2001,181,253,0.72
20-Jul-2001,318,712,0.45
19-Jul-2001,282,673,0.42
18-Jul-2001,370,558,0.66
17-Jul-2001,389,531,0.73
16-Jul-2001,496,426,1.16
13-Jul-2001,410,598,0.69
12-Jul-2001,526,408,1.29
11-Jul-2001,378,551,0.69
10-Jul-2001,528,391,1.35
09-Jul-2001,404,486,0.83
06-Jul-2001,323,669,0.48
05-Jul-2001,459,446,1.03
04-Jul-2001,353,562,0.63
03-Jul-2001,315,581,0.54
02-Jul-2001,460,480,0.96
29-Jun-2001,446,358,1.25
28-Jun-2001,329,424,0.78
27-Jun-2001,418,341,1.23
26-Jun-2001,512,312,1.64
25-Jun-2001,151,644,0.23
22-Jun-2001,207,597,0.35
21-Jun-2001,252,514,0.49
20-Jun-2001,458,307,1.49
19-Jun-2001,372,435,0.86
18-Jun-2001,218,578,0.38
