month,advances,declines,ratio
11-Sep-2014,1066,504,2.12
10-Sep-2014,889,686,1.3
09-Sep-2014,819,723,1.13
08-Sep-2014,1155,389,2.97
05-Sep-2014,887,674,1.32
04-Sep-2014,536,1016,0.53
03-Sep-2014,762,791,0.96
02-Sep-2014,925,627,1.48
01-Sep-2014,1104,489,2.26
28-Aug-2014,679,849,0.8
27-Aug-2014,852,695,1.23
26-Aug-2014,516,1045,0.49
25-Aug-2014,588,974,0.6
22-Aug-2014,746,806,0.93
21-Aug-2014,835,698,1.2
20-Aug-2014,861,688,1.25
19-Aug-2014,934,602,1.55
18-Aug-2014,1118,426,2.62
14-Aug-2014,927,619,1.5
13-Aug-2014,351,1202,0.29
12-Aug-2014,854,655,1.3
11-Aug-2014,933,607,1.54
08-Aug-2014,296,1262,0.23
07-Aug-2014,557,969,0.57
06-Aug-2014,718,822,0.87
05-Aug-2014,983,555,1.77
04-Aug-2014,1061,469,2.26
01-Aug-2014,471,1067,0.44
31-Jul-2014,728,789,0.92
30-Jul-2014,737,803,0.92
28-Jul-2014,520,1024,0.51
25-Jul-2014,387,1162,0.33
24-Jul-2014,762,762,1.0
23-Jul-2014,581,956,0.61
22-Jul-2014,752,808,0.93
21-Jul-2014,936,609,1.54
18-Jul-2014,688,849,0.81
17-Jul-2014,1034,501,2.06
16-Jul-2014,1161,389,2.98
15-Jul-2014,1134,412,2.75
14-Jul-2014,586,955,0.61
11-Jul-2014,232,1316,0.18
10-Jul-2014,952,564,1.69
09-Jul-2014,337,1217,0.28
08-Jul-2014,222,1359,0.16
07-Jul-2014,801,770,1.04
04-Jul-2014,875,675,1.3
03-Jul-2014,648,917,0.71
02-Jul-2014,980,567,1.73
01-Jul-2014,1009,540,1.87
30-Jun-2014,1155,398,2.9
27-Jun-2014,823,712,1.16
26-Jun-2014,685,861,0.8
25-Jun-2014,833,713,1.17
24-Jun-2014,1118,422,2.65
23-Jun-2014,782,745,1.05
20-Jun-2014,591,968,0.61
19-Jun-2014,658,867,0.76
18-Jun-2014,614,947,0.65
17-Jun-2014,1172,382,3.07
16-Jun-2014,693,844,0.82
13-Jun-2014,299,1282,0.23
12-Jun-2014,822,763,1.08
11-Jun-2014,691,897,0.77
10-Jun-2014,825,771,1.07
09-Jun-2014,1173,423,2.77
06-Jun-2014,1100,489,2.25
05-Jun-2014,1128,444,2.54
04-Jun-2014,1129,436,2.59
03-Jun-2014,981,572,1.72
02-Jun-2014,1127,446,2.53
30-May-2014,763,789,0.97
29-May-2014,670,905,0.74
28-May-2014,1045,525,1.99
27-May-2014,593,977,0.61
26-May-2014,534,1056,0.51
23-May-2014,1138,447,2.55
22-May-2014,1197,373,3.21
21-May-2014,1113,452,2.46
20-May-2014,1226,340,3.61
19-May-2014,1285,269,4.78
16-May-2014,802,724,1.11
15-May-2014,533,986,0.54
14-May-2014,965,553,1.75
13-May-2014,959,547,1.75
12-May-2014,765,748,1.02
09-May-2014,927,570,1.63
08-May-2014,652,815,0.8
07-May-2014,597,879,0.68
06-May-2014,730,759,0.96
05-May-2014,632,861,0.73
02-May-2014,744,722,1.03
30-Apr-2014,404,1104,101.0
29-Apr-2014,607,877,102.0
28-Apr-2014,742,748,96.0
25-Apr-2014,601,912,69.0
23-Apr-2014,764,738,92.0
22-Apr-2014,754,745,90.0
21-Apr-2014,1029,457,109.0
17-Apr-2014,1037,458,89.0
16-Apr-2014,474,1023,91.0
15-Apr-2014,627,878,112.0
11-Apr-2014,816,672,97.0
10-Apr-2014,873,664,97.0
09-Apr-2014,1129,388,93.0
07-Apr-2014,778,703,96.0
04-Apr-2014,882,592,85.0
03-Apr-2014,652,833,108.0
02-Apr-2014,1080,421,75.0
01-Apr-2014,845,610,77.0
31-Mar-2014,1036,439,94.0
28-Mar-2014,1027,467,86.0
27-Mar-2014,891,590,92.0
26-Mar-2014,674,801,101.0
25-Mar-2014,661,820,102.0
24-Mar-2014,708,766,96.0
22-Mar-2014,782,524,69.0
21-Mar-2014,875,597,92.0
20-Mar-2014,585,884,90.0
19-Mar-2014,739,718,109.0
18-Mar-2014,854,626,89.0
14-Mar-2014,596,881,91.0
13-Mar-2014,608,850,112.0
12-Mar-2014,677,793,97.0
11-Mar-2014,614,860,97.0
10-Mar-2014,797,678,93.0
07-Mar-2014,715,757,96.0
06-Mar-2014,1015,462,85.0
05-Mar-2014,834,594,108.0
04-Mar-2014,950,509,75.0
03-Mar-2014,578,859,77.0
28-Feb-2014,734,719,91.0
26-Feb-2014,693,749,87.0
25-Feb-2014,668,753,92.0
24-Feb-2014,733,698,103.0
21-Feb-2014,847,554,125.0
20-Feb-2014,558,851,89.0
19-Feb-2014,777,652,103.0
18-Feb-2014,807,601,109.0
17-Feb-2014,582,824,91.0
14-Feb-2014,638,756,104.0
13-Feb-2014,392,1031,75.0
12-Feb-2014,636,767,108.0
11-Feb-2014,649,761,100.0
10-Feb-2014,668,730,91.0
07-Feb-2014,808,625,96.0
06-Feb-2014,663,731,111.0
05-Feb-2014,852,571,83.0
04-Feb-2014,699,710,95.0
03-Feb-2014,519,887,91.0
31-Jan-2014,921,487,79.0
30-Jan-2014,339,1082,62.0
29-Jan-2014,656,758,91.0
28-Jan-2014,709,673,95.0
27-Jan-2014,221,1229,43.0
24-Jan-2014,338,1121,71.0
23-Jan-2014,612,825,99.0
22-Jan-2014,755,661,108.0
21-Jan-2014,725,704,81.0
20-Jan-2014,783,657,97.0
17-Jan-2014,367,1075,79.0
16-Jan-2014,570,887,80.0
15-Jan-2014,760,680,92.0
14-Jan-2014,606,830,86.0
13-Jan-2014,705,746,86.0
10-Jan-2014,446,939,89.0
09-Jan-2014,483,920,72.0
08-Jan-2014,771,609,96.0
07-Jan-2014,626,738,105.0
06-Jan-2014,796,565,92.0
03-Jan-2014,705,640,85.0
02-Jan-2014,422,980,66.0
01-Jan-2014,957,413,86.0
31-Dec-2013,825,561,91.0
30-Dec-2013,696,698,79.0
27-Dec-2013,767,614,90.0
26-Dec-2013,936,453,80.0
24-Dec-2013,834,547,86.0
23-Dec-2013,902,476,87.0
20-Dec-2013,933,406,99.0
19-Dec-2013,593,725,96.0
18-Dec-2013,896,441,108.0
17-Dec-2013,608,731,106.0
16-Dec-2013,557,757,90.0
13-Dec-2013,334,1004,84.0
12-Dec-2013,483,844,105.0
11-Dec-2013,545,780,104.0
10-Dec-2013,434,909,94.0
09-Dec-2013,668,707,91.0
06-Dec-2013,728,626,101.0
05-Dec-2013,683,663,106.0
04-Dec-2013,585,769,92.0
03-Dec-2013,668,700,89.0
02-Dec-2013,872,501,95.0
29-Nov-2013,895,472,1.9
28-Nov-2013,797,536,1.49
27-Nov-2013,577,766,0.75
26-Nov-2013,505,846,0.6
25-Nov-2013,864,491,1.76
22-Nov-2013,603,738,0.82
21-Nov-2013,417,947,0.44
20-Nov-2013,647,707,0.92
19-Nov-2013,694,678,1.02
18-Nov-2013,862,512,1.68
14-Nov-2013,862,477,1.81
13-Nov-2013,463,861,0.54
12-Nov-2013,461,897,0.51
11-Nov-2013,473,882,0.54
08-Nov-2013,552,801,0.69
07-Nov-2013,504,867,0.58
06-Nov-2013,713,635,1.12
05-Nov-2013,743,619,1.2
03-Nov-2013,930,217,4.29
01-Nov-2013,878,483,1.82
31-Oct-2013,737,600,1.23
30-Oct-2013,713,633,1.13
29-Oct-2013,757,584,1.3
28-Oct-2013,494,854,0.58
25-Oct-2013,492,863,0.57
24-Oct-2013,591,756,0.78
23-Oct-2013,652,698,0.93
22-Oct-2013,894,492,1.82
21-Oct-2013,859,477,1.8
18-Oct-2013,806,542,1.49
17-Oct-2013,643,704,0.91
15-Oct-2013,453,887,0.51
14-Oct-2013,698,650,1.07
11-Oct-2013,716,621,1.15
10-Oct-2013,765,547,1.4
09-Oct-2013,873,457,1.91
08-Oct-2013,707,588,1.2
07-Oct-2013,731,549,1.33
04-Oct-2013,639,671,0.95
03-Oct-2013,860,450,1.91
01-Oct-2013,755,548,1.38
30-Sep-2013,470,853,0.55
27-Sep-2013,596,712,0.84
26-Sep-2013,685,588,1.16
25-Sep-2013,554,734,0.75
24-Sep-2013,590,691,0.85
23-Sep-2013,479,849,0.56
20-Sep-2013,432,887,0.49
19-Sep-2013,911,434,2.1
18-Sep-2013,683,634,1.08
17-Sep-2013,567,758,0.75
16-Sep-2013,532,797,0.67
13-Sep-2013,808,529,1.53
12-Sep-2013,639,693,0.92
11-Sep-2013,861,478,1.8
10-Sep-2013,956,394,2.43
06-Sep-2013,768,556,1.38
05-Sep-2013,922,394,2.34
04-Sep-2013,841,475,1.77
03-Sep-2013,344,951,0.36
02-Sep-2013,896,409,2.19
30-Aug-2013,672,621,1.08
29-Aug-2013,782,498,1.57
28-Aug-2013,417,885,0.47
27-Aug-2013,267,1053,0.25
26-Aug-2013,758,563,1.35
23-Aug-2013,805,475,1.69
22-Aug-2013,762,526,1.45
21-Aug-2013,427,863,0.49
20-Aug-2013,660,637,1.04
19-Aug-2013,395,916,0.43
16-Aug-2013,247,1074,0.23
14-Aug-2013,733,600,1.22
13-Aug-2013,871,447,1.95
12-Aug-2013,921,411,2.24
08-Aug-2013,888,412,2.16
07-Aug-2013,776,506,1.53
06-Aug-2013,282,1052,0.27
05-Aug-2013,615,686,0.9
02-Aug-2013,374,929,0.4
01-Aug-2013,396,913,0.43
31-Jul-2013,439,876,0.5
30-Jul-2013,295,1022,0.29
29-Jul-2013,396,928,0.43
26-Jul-2013,400,901,0.44
25-Jul-2013,420,891,0.47
24-Jul-2013,307,1025,0.3
23-Jul-2013,659,650,1.01
22-Jul-2013,569,754,0.75
19-Jul-2013,506,814,0.62
18-Jul-2013,701,578,1.21
17-Jul-2013,513,804,0.64
16-Jul-2013,399,905,0.44
15-Jul-2013,790,537,1.47
12-Jul-2013,596,710,0.84
11-Jul-2013,846,474,1.78
10-Jul-2013,559,729,0.77
09-Jul-2013,817,480,1.7
08-Jul-2013,515,781,0.66
05-Jul-2013,688,651,1.06
04-Jul-2013,732,609,1.2
03-Jul-2013,342,1011,0.34
02-Jul-2013,632,735,0.86
01-Jul-2013,1041,324,3.21
28-Jun-2013,1011,377,2.68
27-Jun-2013,720,628,1.15
26-Jun-2013,479,882,0.54
25-Jun-2013,539,809,0.67
24-Jun-2013,246,1128,0.22
21-Jun-2013,471,890,0.53
20-Jun-2013,241,1127,0.21
19-Jun-2013,724,629,1.15
18-Jun-2013,673,673,1.0
17-Jun-2013,711,624,1.14
14-Jun-2013,937,432,2.17
13-Jun-2013,349,1010,0.35
12-Jun-2013,531,837,0.63
11-Jun-2013,286,1057,0.27
10-Jun-2013,433,943,0.46
07-Jun-2013,572,788,0.73
06-Jun-2013,637,705,0.9
05-Jun-2013,652,686,0.95
04-Jun-2013,662,700,0.95
03-Jun-2013,561,792,0.71
31-May-2013,350,1042,0.34
30-May-2013,565,797,0.71
29-May-2013,514,842,0.61
28-May-2013,716,669,1.07
27-May-2013,849,508,1.67
24-May-2013,732,623,1.17
23-May-2013,226,1155,0.2
22-May-2013,440,949,0.46
21-May-2013,478,904,0.53
20-May-2013,582,807,0.72
17-May-2013,630,739,0.85
16-May-2013,674,709,0.95
15-May-2013,909,461,1.97
14-May-2013,651,717,0.91
13-May-2013,367,1028,0.36
10-May-2013,684,688,0.99
09-May-2013,579,818,0.71
08-May-2013,694,683,1.02
07-May-2013,836,561,1.49
06-May-2013,819,571,1.43
03-May-2013,524,842,0.62
02-May-2013,806,578,1.39
30-Apr-2013,628,716,0.88
29-Apr-2013,753,588,1.28
26-Apr-2013,529,840,0.63
25-Apr-2013,743,650,1.14
23-Apr-2013,678,701,0.97
22-Apr-2013,871,513,1.7
18-Apr-2013,818,544,1.5
17-Apr-2013,676,675,1.0
16-Apr-2013,844,520,1.62
15-Apr-2013,720,611,1.18
12-Apr-2013,550,798,0.69
11-Apr-2013,711,628,1.13
10-Apr-2013,682,656,1.04
09-Apr-2013,416,905,0.46
08-Apr-2013,547,735,0.74
05-Apr-2013,726,762,0.95
04-Apr-2013,359,1156,0.31
03-Apr-2013,646,863,0.75
02-Apr-2013,1141,371,3.08
01-Apr-2013,1145,373,3.07
28-Mar-2013,909,568,1.6
26-Mar-2013,656,832,0.79
25-Mar-2013,556,962,0.58
22-Mar-2013,459,1053,0.44
21-Mar-2013,406,1111,0.37
20-Mar-2013,271,1241,0.22
19-Mar-2013,336,1173,0.29
18-Mar-2013,503,985,0.51
15-Mar-2013,506,1003,0.5
14-Mar-2013,725,747,0.97
13-Mar-2013,395,1108,0.36
12-Mar-2013,554,945,0.59
11-Mar-2013,733,762,0.96
08-Mar-2013,980,529,1.85
07-Mar-2013,810,669,1.21
06-Mar-2013,1034,468,2.21
05-Mar-2013,999,504,1.98
04-Mar-2013,360,1152,0.31
01-Mar-2013,687,819,0.84
28-Feb-2013,345,1160,0.3
27-Feb-2013,824,694,1.19
26-Feb-2013,265,1266,0.21
25-Feb-2013,423,1083,0.39
22-Feb-2013,740,752,0.98
21-Feb-2013,316,1202,0.26
20-Feb-2013,787,697,1.13
19-Feb-2013,1010,485,2.08
18-Feb-2013,906,592,1.53
15-Feb-2013,595,915,0.65
14-Feb-2013,333,1174,0.28
13-Feb-2013,585,895,0.65
12-Feb-2013,556,931,0.6
11-Feb-2013,617,893,0.69
08-Feb-2013,436,1072,0.41
07-Feb-2013,438,1057,0.41
06-Feb-2013,761,731,1.04
05-Feb-2013,433,1074,0.4
04-Feb-2013,525,978,0.54
01-Feb-2013,634,859,0.74
31-Jan-2013,679,801,0.85
30-Jan-2013,574,922,0.62
29-Jan-2013,529,966,0.55
28-Jan-2013,796,688,1.16
25-Jan-2013,926,585,1.58
24-Jan-2013,270,1264,0.21
23-Jan-2013,420,1100,0.38
22-Jan-2013,424,1103,0.38
21-Jan-2013,690,822,0.84
18-Jan-2013,592,922,0.64
17-Jan-2013,681,825,0.83
16-Jan-2013,328,1198,0.27
15-Jan-2013,749,752,1.0
14-Jan-2013,910,593,1.53
11-Jan-2013,361,1159,0.31
10-Jan-2013,500,1010,0.5
09-Jan-2013,600,923,0.65
08-Jan-2013,669,841,0.8
07-Jan-2013,841,683,1.23
04-Jan-2013,758,776,0.98
03-Jan-2013,899,610,1.47
02-Jan-2013,958,568,1.69
01-Jan-2013,1102,409,2.69
31-Dec-2012,859,654,1.31
28-Dec-2012,786,706,1.11
27-Dec-2012,525,970,0.54
26-Dec-2012,819,679,1.21
24-Dec-2012,736,769,0.96
21-Dec-2012,358,1166,0.31
20-Dec-2012,600,897,0.67
19-Dec-2012,869,645,1.35
18-Dec-2012,870,636,1.37
17-Dec-2012,823,702,1.17
14-Dec-2012,720,777,0.93
13-Dec-2012,444,1097,0.4
12-Dec-2012,639,859,0.74
11-Dec-2012,476,1063,0.45
10-Dec-2012,758,757,1.0
07-Dec-2012,678,855,0.79
06-Dec-2012,841,670,1.26
05-Dec-2012,893,627,1.42
04-Dec-2012,827,688,1.2
03-Dec-2012,938,588,1.6
30-Nov-2012,939,587,1.6
29-Nov-2012,891,638,1.4
27-Nov-2012,1002,512,1.96
26-Nov-2012,869,622,1.4
23-Nov-2012,647,841,0.77
22-Nov-2012,786,704,1.12
21-Nov-2012,769,726,1.06
20-Nov-2012,430,1066,0.4
19-Nov-2012,450,1051,0.43
16-Nov-2012,483,1021,0.47
15-Nov-2012,542,981,0.55
12-Nov-2012,684,804,0.85
09-Nov-2012,486,1011,0.48
08-Nov-2012,662,854,0.78
07-Nov-2012,927,573,1.62
06-Nov-2012,791,690,1.15
05-Nov-2012,672,834,0.81
02-Nov-2012,886,623,1.42
01-Nov-2012,948,540,1.76
31-Oct-2012,825,654,1.26
30-Oct-2012,425,1082,0.39
29-Oct-2012,561,940,0.6
26-Oct-2012,458,1044,0.44
25-Oct-2012,603,903,0.67
23-Oct-2012,603,884,0.68
22-Oct-2012,705,793,0.89
19-Oct-2012,577,938,0.62
18-Oct-2012,989,521,1.9
17-Oct-2012,659,827,0.8
16-Oct-2012,537,986,0.54
15-Oct-2012,764,730,1.05
12-Oct-2012,655,843,0.78
11-Oct-2012,922,565,1.63
10-Oct-2012,395,1130,0.35
09-Oct-2012,883,677,1.3
08-Oct-2012,664,841,0.79
05-Oct-2012,450,1078,0.42
04-Oct-2012,928,595,1.56
03-Oct-2012,934,595,1.57
01-Oct-2012,969,551,1.76
28-Sep-2012,925,595,1.55
27-Sep-2012,753,747,1.01
26-Sep-2012,732,751,0.97
25-Sep-2012,777,706,1.1
24-Sep-2012,904,593,1.52
21-Sep-2012,1057,467,2.26
20-Sep-2012,515,966,0.53
18-Sep-2012,922,579,1.59
17-Sep-2012,896,616,1.45
14-Sep-2012,806,678,1.19
13-Sep-2012,597,895,0.67
12-Sep-2012,864,616,1.4
11-Sep-2012,813,657,1.24
10-Sep-2012,802,680,1.18
08-Sep-2012,872,446,1.96
07-Sep-2012,1037,450,2.3
06-Sep-2012,762,700,1.09
05-Sep-2012,594,883,0.67
04-Sep-2012,846,603,1.4
03-Sep-2012,807,656,1.23
31-Aug-2012,634,833,0.76
30-Aug-2012,739,726,1.02
29-Aug-2012,457,1008,0.45
28-Aug-2012,352,1121,0.31
27-Aug-2012,444,1037,0.43
24-Aug-2012,491,972,0.51
23-Aug-2012,663,813,0.82
22-Aug-2012,676,815,0.83
21-Aug-2012,815,673,1.21
17-Aug-2012,681,818,0.83
16-Aug-2012,761,710,1.07
14-Aug-2012,761,710,1.07
13-Aug-2012,810,672,1.21
10-Aug-2012,580,897,0.65
09-Aug-2012,492,981,0.5
08-Aug-2012,602,892,0.67
07-Aug-2012,822,656,1.25
06-Aug-2012,926,562,1.65
03-Aug-2012,598,869,0.69
02-Aug-2012,813,641,1.27
01-Aug-2012,966,506,1.91
31-Jul-2012,760,676,1.12
30-Jul-2012,981,503,1.95
27-Jul-2012,492,989,0.5
26-Jul-2012,311,1159,0.27
25-Jul-2012,481,992,0.48
24-Jul-2012,698,767,0.91
23-Jul-2012,360,1132,0.32
20-Jul-2012,514,953,0.54
19-Jul-2012,799,678,1.18
18-Jul-2012,745,731,1.02
17-Jul-2012,429,1050,0.41
16-Jul-2012,542,938,0.58
13-Jul-2012,676,810,0.83
12-Jul-2012,460,1001,0.46
11-Jul-2012,546,942,0.58
10-Jul-2012,974,503,1.94
09-Jul-2012,442,1047,0.42
06-Jul-2012,597,913,0.65
05-Jul-2012,1102,416,2.65
04-Jul-2012,956,525,1.82
03-Jul-2012,913,582,1.57
02-Jul-2012,991,501,1.98
29-Jun-2012,1117,393,2.84
28-Jun-2012,758,704,1.08
27-Jun-2012,810,629,1.29
26-Jun-2012,698,746,0.94
25-Jun-2012,775,693,1.12
22-Jun-2012,681,778,0.88
21-Jun-2012,935,512,1.83
20-Jun-2012,915,538,1.7
19-Jun-2012,709,733,0.97
18-Jun-2012,420,1052,0.4
15-Jun-2012,823,611,1.35
14-Jun-2012,429,1029,0.42
13-Jun-2012,708,733,0.97
12-Jun-2012,772,672,1.15
11-Jun-2012,769,693,1.11
08-Jun-2012,690,750,0.92
07-Jun-2012,848,589,1.44
06-Jun-2012,1168,319,3.66
05-Jun-2012,784,657,1.19
04-Jun-2012,621,842,0.74
01-Jun-2012,376,1092,0.34
31-May-2012,639,835,0.77
30-May-2012,425,1047,0.41
29-May-2012,754,685,1.1
28-May-2012,973,492,1.98
25-May-2012,844,601,1.4
24-May-2012,914,524,1.74
23-May-2012,507,934,0.54
22-May-2012,534,904,0.59
21-May-2012,943,504,1.87
18-May-2012,622,838,0.74
17-May-2012,736,713,1.03
16-May-2012,388,1075,0.36
15-May-2012,789,663,1.19
14-May-2012,455,1014,0.45
11-May-2012,445,1030,0.43
10-May-2012,616,852,0.72
09-May-2012,404,1066,0.38
08-May-2012,456,1006,0.45
07-May-2012,759,693,1.1
04-May-2012,259,1230,0.21
03-May-2012,429,1046,0.41
02-May-2012,660,792,0.83
30-Apr-2012,852,622,1.37
28-Apr-2012,770,502,1.53
27-Apr-2012,573,908,0.63
26-Apr-2012,555,904,0.61
25-Apr-2012,465,1005,0.46
24-Apr-2012,658,795,0.83
23-Apr-2012,342,1142,0.3
20-Apr-2012,522,975,0.54
19-Apr-2012,745,735,1.01
18-Apr-2012,858,636,1.35
17-Apr-2012,889,582,1.53
16-Apr-2012,841,634,1.33
13-Apr-2012,529,954,0.55
12-Apr-2012,965,502,1.92
11-Apr-2012,568,902,0.63
10-Apr-2012,665,783,0.85
09-Apr-2012,493,1011,0.49
04-Apr-2012,702,771,0.91
03-Apr-2012,1028,477,2.16
02-Apr-2012,1105,405,2.73
30-Mar-2012,1163,343,3.39
29-Mar-2012,835,643,1.3
28-Mar-2012,366,1144,0.32
27-Mar-2012,345,1156,0.3
26-Mar-2012,345,1156,0.3
23-Mar-2012,783,684,1.14
22-Mar-2012,303,1202,0.25
21-Mar-2012,1043,419,2.49
20-Mar-2012,695,784,0.89
19-Mar-2012,434,1052,0.41
16-Mar-2012,449,1035,0.43
15-Mar-2012,392,1099,0.36
14-Mar-2012,669,830,0.81
13-Mar-2012,974,509,1.91
12-Mar-2012,883,592,1.49
09-Mar-2012,1092,400,2.73
07-Mar-2012,501,994,0.5
06-Mar-2012,420,1061,0.4
05-Mar-2012,427,1067,0.4
02-Mar-2012,725,763,0.95
01-Mar-2012,583,893,0.65
29-Feb-2012,867,622,1.39
28-Feb-2012,1263,246,5.13
27-Feb-2012,201,1308,0.15
24-Feb-2012,483,1019,0.47
23-Feb-2012,476,1024,0.46
22-Feb-2012,242,1293,0.19
21-Feb-2012,904,614,1.47
17-Feb-2012,693,816,0.85
16-Feb-2012,855,648,1.32
15-Feb-2012,1064,427,2.49
14-Feb-2012,829,661,1.25
13-Feb-2012,776,724,1.07
10-Feb-2012,668,820,0.81
09-Feb-2012,1014,490,2.07
08-Feb-2012,952,542,1.76
07-Feb-2012,551,947,0.58
06-Feb-2012,1003,497,2.02
03-Feb-2012,900,579,1.55
02-Feb-2012,825,670,1.23
01-Feb-2012,1060,430,2.47
31-Jan-2012,1047,438,2.39
30-Jan-2012,415,1086,0.38
27-Jan-2012,981,508,1.93
25-Jan-2012,983,502,1.96
24-Jan-2012,907,579,1.57
23-Jan-2012,727,750,0.97
20-Jan-2012,637,835,0.76
19-Jan-2012,1018,479,2.13
18-Jan-2012,433,1070,0.4
17-Jan-2012,1048,441,2.38
16-Jan-2012,685,805,0.85
13-Jan-2012,1048,468,2.24
12-Jan-2012,740,742,1.0
11-Jan-2012,1030,471,2.19
10-Jan-2012,1252,257,4.87
09-Jan-2012,950,531,1.79
07-Jan-2012,930,380,2.45
06-Jan-2012,707,738,0.96
05-Jan-2012,797,661,1.21
04-Jan-2012,791,655,1.21
03-Jan-2012,1237,237,5.22
02-Jan-2012,767,678,1.13
30-Dec-2011,705,750,0.94
29-Dec-2011,519,947,0.55
28-Dec-2011,458,998,0.46
27-Dec-2011,588,864,0.68
26-Dec-2011,972,492,1.98
23-Dec-2011,807,638,1.26
22-Dec-2011,880,591,1.49
21-Dec-2011,964,517,1.86
20-Dec-2011,382,1112,0.34
19-Dec-2011,265,1229,0.22
16-Dec-2011,314,1166,0.27
15-Dec-2011,385,1094,0.35
14-Dec-2011,464,1016,0.46
13-Dec-2011,540,923,0.59
12-Dec-2011,311,1171,0.27
09-Dec-2011,435,1028,0.42
08-Dec-2011,333,1151,0.29
07-Dec-2011,778,692,1.12
05-Dec-2011,690,739,0.93
02-Dec-2011,1022,416,2.46
01-Dec-2011,961,495,1.94
30-Nov-2011,894,924,0.97
29-Nov-2011,581,536,1.08
28-Nov-2011,1138,356,3.2
25-Nov-2011,824,630,1.31
24-Nov-2011,823,658,1.25
23-Nov-2011,310,1190,0.26
22-Nov-2011,760,719,1.06
21-Nov-2011,356,1138,0.31
18-Nov-2011,410,1079,0.38
17-Nov-2011,402,1083,0.37
16-Nov-2011,410,1072,0.38
15-Nov-2011,190,1315,0.14
14-Nov-2011,340,1137,0.3
11-Nov-2011,379,1108,0.34
09-Nov-2011,364,1124,0.32
08-Nov-2011,673,785,0.86
04-Nov-2011,880,588,1.5
03-Nov-2011,680,751,0.91
02-Nov-2011,702,753,0.93
01-Nov-2011,501,963,0.52
31-Oct-2011,767,706,1.09
28-Oct-2011,996,501,1.99
26-Oct-2011,1200,237,5.06
25-Oct-2011,677,770,0.88
24-Oct-2011,639,823,0.78
21-Oct-2011,520,937,0.55
20-Oct-2011,510,923,0.55
19-Oct-2011,972,467,2.08
18-Oct-2011,367,1090,0.34
17-Oct-2011,691,775,0.89
14-Oct-2011,754,705,1.07
13-Oct-2011,720,725,0.99
12-Oct-2011,1032,409,2.52
11-Oct-2011,848,613,1.38
10-Oct-2011,968,496,1.95
07-Oct-2011,1075,390,2.76
05-Oct-2011,507,959,0.53
04-Oct-2011,444,1017,0.44
03-Oct-2011,343,1123,0.31
30-Sep-2011,494,950,0.52
29-Sep-2011,641,820,0.78
28-Sep-2011,438,1034,0.42
27-Sep-2011,1156,316,3.66
26-Sep-2011,321,1163,0.28
23-Sep-2011,432,1051,0.41
22-Sep-2011,131,1373,0.1
21-Sep-2011,846,616,1.37
20-Sep-2011,1006,460,2.19
19-Sep-2011,659,793,0.83
16-Sep-2011,648,813,0.8
15-Sep-2011,834,623,1.34
14-Sep-2011,825,619,1.33
13-Sep-2011,738,732,1.01
12-Sep-2011,300,1186,0.25
09-Sep-2011,521,949,0.55
08-Sep-2011,894,567,1.58
07-Sep-2011,1121,355,3.16
06-Sep-2011,894,562,1.59
05-Sep-2011,751,711,1.06
02-Sep-2011,894,570,1.57
30-Aug-2011,1077,387,2.78
29-Aug-2011,1270,218,5.83
26-Aug-2011,213,1273,0.17
25-Aug-2011,492,962,0.51
24-Aug-2011,616,844,0.73
23-Aug-2011,1027,412,2.49
22-Aug-2011,1042,416,2.5
19-Aug-2011,353,1127,0.31
18-Aug-2011,233,1238,0.19
17-Aug-2011,388,1074,0.36
16-Aug-2011,327,1143,0.29
12-Aug-2011,577,870,0.66
11-Aug-2011,645,813,0.79
10-Aug-2011,1238,248,4.99
09-Aug-2011,344,1134,0.3
08-Aug-2011,261,1235,0.21
05-Aug-2011,177,1323,0.13
04-Aug-2011,478,979,0.49
03-Aug-2011,519,933,0.56
02-Aug-2011,323,1144,0.28
01-Aug-2011,582,891,0.65
29-Jul-2011,498,941,0.53
28-Jul-2011,373,1089,0.34
27-Jul-2011,596,852,0.7
26-Jul-2011,376,1084,0.35
25-Jul-2011,849,608,1.4
22-Jul-2011,930,518,1.8
21-Jul-2011,503,942,0.53
20-Jul-2011,485,979,0.5
19-Jul-2011,900,545,1.65
18-Jul-2011,766,682,1.12
15-Jul-2011,622,816,0.76
14-Jul-2011,854,587,1.45
13-Jul-2011,1050,385,2.73
12-Jul-2011,373,1083,0.34
11-Jul-2011,543,875,0.62
08-Jul-2011,457,982,0.47
07-Jul-2011,1010,424,2.38
06-Jul-2011,725,716,1.01
05-Jul-2011,717,732,0.98
04-Jul-2011,972,473,2.05
01-Jul-2011,870,563,1.55
30-Jun-2011,788,655,1.2
29-Jun-2011,959,482,1.99
28-Jun-2011,777,655,1.19
27-Jun-2011,897,532,1.69
24-Jun-2011,1182,288,4.1
23-Jun-2011,572,863,0.66
22-Jun-2011,428,1016,0.42
21-Jun-2011,582,852,0.68
20-Jun-2011,149,1331,0.11
17-Jun-2011,377,1084,0.35
16-Jun-2011,422,998,0.42
15-Jun-2011,481,953,0.5
14-Jun-2011,802,615,1.3
13-Jun-2011,671,744,0.9
10-Jun-2011,502,914,0.55
09-Jun-2011,620,806,0.77
08-Jun-2011,641,772,0.83
07-Jun-2011,835,586,1.42
06-Jun-2011,578,8436,0.07
03-Jun-2011,595,839,0.71
02-Jun-2011,451,976,0.46
01-Jun-2011,936,488,1.92
31-May-2011,1030,410,2.51
