Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
18-Mar-2005,2097.75,2112.25,2077.2,2109.15,83945077,2666.63
21-Mar-2005,2117.95,2124.8,2089.35,2096.6,62125033,1955.72
22-Mar-2005,2096.75,2099,2056.5,2061.6,57631155,2149.92
23-Mar-2005,2061.2,2067.45,2019.85,2026.4,91449560,3331.97
24-Mar-2005,2026.6,2042.45,2007.35,2015.4,70928621,2861.24
28-Mar-2005,2015.75,2046.85,2015.25,2029.45,51850957,2066.11
29-Mar-2005,2029.4,2032.65,1971.55,1983.85,69687568,2495.85
30-Mar-2005,1983.65,2000.45,1971.15,1993.7,69953686,2609.45
31-Mar-2005,1994.5,2043.6,1994.5,2035.65,91752570,3643.64
01-Apr-2005,2035.9,2071.2,2024.25,2067.65,63209440,2457.48
04-Apr-2005,2067.65,2076.6,2054.9,2063.4,64426298,2572.53
05-Apr-2005,2063.2,2077.95,2043.7,2052.55,54691988,2170.9
06-Apr-2005,2054,2073.1,2051.3,2069.3,53943729,2012.74
07-Apr-2005,2069.15,2084.9,2048.05,2052.85,48150317,1908.38
08-Apr-2005,2053.05,2057.5,2024.8,2031.2,42153310,1904.94
11-Apr-2005,2032.75,2033,2001.85,2008.2,38487508,1439.27
12-Apr-2005,2002.75,2027.8,2002.75,2024.95,35572259,1523.65
13-Apr-2005,2024.9,2038.85,2018.1,2025.45,44910337,1841.1
15-Apr-2005,2022.5,2022.5,1952.75,1956.3,64717231,2402.78
18-Apr-2005,1955.5,1959.25,1914.85,1927.8,70752264,2207.34
19-Apr-2005,1927.9,1961.15,1902.8,1909.4,61369260,2472.94
20-Apr-2005,1908.5,1941.85,1902.9,1929.7,74597233,3002.34
21-Apr-2005,1930.5,1950,1911.4,1948.55,58531700,2306.95
22-Apr-2005,1950.6,1972.95,1950,1967.35,55286066,2400.13
25-Apr-2005,1968.45,1974.2,1952.4,1970.95,53653518,2018.36
26-Apr-2005,1971.05,1972.85,1951.8,1957.1,51302647,1737.57
27-Apr-2005,1959.45,1962.2,1930.35,1935.4,62035956,2583.88
28-Apr-2005,1935.65,1950.25,1921.05,1941.3,82325185,3367.57
29-Apr-2005,1943.2,1943.2,1896.3,1902.5,64304715,2330.24
02-May-2005,1903.1,1925.6,1898.15,1916.75,60560833,1966.87
03-May-2005,1916.95,1940.1,1911,1920.7,51921972,1810.72
04-May-2005,1920.5,1944.45,1920.15,1942.6,48177637,1693.39
05-May-2005,1942.6,1973.35,1942.05,1963.3,53020698,1922.52
06-May-2005,1962.3,1984.4,1947.3,1977.5,52715637,2102.13
09-May-2005,1978.05,2003.15,1978.05,2000.75,51489665,2001.09
10-May-2005,2001,2007.8,1989.1,1994.3,56034583,2185.95
11-May-2005,1990.55,1991.85,1975.05,1985.95,44567833,1758.58
12-May-2005,1985.95,1999.85,1981.95,1993.15,36125196,1412.84
13-May-2005,1992.5,1992.75,1978.9,1988.3,36652241,1454.07
16-May-2005,1991.5,2014.95,1989.7,2012.6,38016370,1603.39
17-May-2005,2013.1,2024.6,1984.75,1990.8,48666725,1905.96
18-May-2005,1990.65,1990.95,1964.65,1982.75,51569522,2202.54
19-May-2005,1983.15,2008.35,1983.15,1990.85,42626009,1760.45
20-May-2005,1991.85,1998.2,1975.95,1992.4,41636877,1764.9
23-May-2005,1992.1,2019.35,1991.7,2013.9,37691431,1366.18
24-May-2005,2016,2031.9,2009.55,2028.6,56757502,1888.61
25-May-2005,2028.55,2047.45,2019,2043.85,76579699,2273.23
26-May-2005,2043.5,2078.65,2025.65,2074.7,88187689,3630.71
27-May-2005,2073.25,2099.35,2069.5,2076.4,73791013,2845.14
30-May-2005,2076.55,2086.85,2064.85,2072.4,54670426,2179.67
31-May-2005,2072.5,2091.75,2066.55,2087.55,45872849,2041.23
01-Jun-2005,2087.8,2097.6,2081.2,2087.55,58896370,2021.76
02-Jun-2005,2087.85,2093.45,2062.55,2064.65,50472017,1868.54
03-Jun-2005,2064.1,2097.25,2061.35,2094.25,52180109,2073.21
04-Jun-2005,2094.1,2098.1,2087,2092.35,22469509,775.83
06-Jun-2005,2092,2109.1,2087.4,2092.8,42744602,1817.89
07-Jun-2005,2091.95,2102.85,2084.35,2098.15,36007293,1574.44
08-Jun-2005,2094.7,2115.25,2094.05,2112.4,49625237,1992.37
09-Jun-2005,2112.25,2118.65,2097.55,2103.2,53924493,1793.34
10-Jun-2005,2103.45,2133.1,2086.3,2090.6,49033630,1971.39
13-Jun-2005,2090.7,2106.65,2081.7,2102.75,38787661,1537.38
14-Jun-2005,2103.65,2113.85,2098.7,2112.35,38606690,1598.23
15-Jun-2005,2110.5,2131.95,2110.35,2128.65,44576500,1690.79
16-Jun-2005,2128.3,2135.1,2114.55,2123.7,65288983,2342.59
17-Jun-2005,2123.6,2131.75,2103.9,2123.4,43861852,2024.62
20-Jun-2005,2130.8,2150.25,2124.65,2144.35,92370554,4325.44
21-Jun-2005,2144.75,2173.25,2140.15,2170,68986654,3223.65
22-Jun-2005,2167.8,2196.45,2167.35,2187.35,87458824,3795.42
23-Jun-2005,2187.35,2192.1,2174.05,2183.85,62648424,2767.97
24-Jun-2005,2184,2204.45,2162.95,2194.35,57555948,2602.39
27-Jun-2005,2194.35,2219.65,2188.15,2199.8,93011396,3607.85
28-Jun-2005,2199.8,2206.8,2165.9,2169.85,73416302,2913.86
29-Jun-2005,2170.2,2194.25,2162,2191.65,58638570,2468.66
30-Jun-2005,2191.55,2226.15,2189.45,2220.6,82212701,3809.51
01-Jul-2005,2220.45,2220.55,2198.9,2211.9,54585383,2119.86
04-Jul-2005,2212.05,2232.2,2211.4,2230.65,49155821,1872.96
05-Jul-2005,2231.2,2238.6,2205.1,2210.75,55515957,2221.67
06-Jul-2005,2211.35,2232.65,2211.3,2228.2,51427929,2074.52
07-Jul-2005,2228.3,2235.8,2171.25,2179.4,60514945,2696.16
08-Jul-2005,2183.55,2210.7,2179.05,2196.2,48318799,2066.03
11-Jul-2005,2195.55,2224.65,2195.55,2218.85,54405573,2005.43
12-Jul-2005,2219.1,2233.2,2191.7,2220.8,71608159,3276.51
13-Jul-2005,2221.45,2234.15,2200.05,2204.05,74227393,2986.98
14-Jul-2005,2204.4,2212.55,2178.6,2185.1,65035973,2845.93
15-Jul-2005,2185.1,2216.5,2181.85,2212.55,57478017,2437.82
18-Jul-2005,2212.95,2248.7,2212.95,2234,55018172,2635.13
19-Jul-2005,2234.25,2246.7,2227.2,2237.3,51111855,2187.9
20-Jul-2005,2236.9,2252,2236.9,2241.9,56890570,2146.21
21-Jul-2005,2240.95,2251.85,2221.2,2230.5,60766699,2360.74
22-Jul-2005,2231,2268.55,2223.15,2265.6,57710283,2653.01
25-Jul-2005,2266.65,2293.95,2266.65,2291.75,81357219,3127.72
26-Jul-2005,2289.25,2307.1,2279.8,2303.15,98680238,3228.61
27-Jul-2005,2304.25,2324,2292.85,2319.1,70682407,2751.63
29-Jul-2005,2318.05,2332.55,2280.85,2312.3,111818711,4957.97
01-Aug-2005,2312.05,2329.9,2294.25,2318.05,59153792,2428.83
02-Aug-2005,2321.9,2357.15,2319.75,2353.65,81640117,3501.94
03-Aug-2005,2359.1,2377,2345.2,2357,102044390,5012.72
04-Aug-2005,2357.75,2377.35,2352.05,2367.8,91949999,3745.04
05-Aug-2005,2367.35,2377.1,2355.95,2361.2,114264260,3339.85
08-Aug-2005,2361.95,2386.95,2320.05,2324.4,97370128,3229.84
09-Aug-2005,2324.75,2342.2,2303.1,2318.7,93650866,3298.02
10-Aug-2005,2322.3,2364.8,2322.05,2360.15,81805269,2786.3
11-Aug-2005,2358.9,2387.3,2355.5,2380.9,93589538,3296.74
12-Aug-2005,2381.05,2390.45,2356.9,2361.55,71135423,2825.38
16-Aug-2005,2361.65,2379.4,2356.85,2369.8,59048436,2362.26
17-Aug-2005,2369.8,2406.25,2357.5,2403.15,61480220,2676.99
18-Aug-2005,2404.65,2426.65,2380.7,2388.45,63479228,2756.96
19-Aug-2005,2400.8,2409.35,2378.45,2383.45,47521272,2056.29
22-Aug-2005,2383.45,2403.45,2355.75,2367.85,55932078,2091.85
23-Aug-2005,2369.55,2380.5,2320.35,2326.1,57190186,2352.79
24-Aug-2005,2326.1,2334.9,2300.45,2322.5,68322962,2629.36
25-Aug-2005,2323.1,2359.2,2320.7,2354.55,78538713,3108.4
26-Aug-2005,2354.6,2368.05,2340.2,2357.05,47579420,1953.45
29-Aug-2005,2359.2,2365.85,2312.6,2337.65,41867254,1771.19
30-Aug-2005,2337.8,2373.8,2337.75,2367.75,46969539,1999.63
31-Aug-2005,2369.05,2387,2355,2384.65,50116797,2171.21
01-Sep-2005,2384.7,2412.35,2382.9,2405.75,59762105,2311.28
02-Sep-2005,2406.45,2422.1,2396.1,2415.8,61335349,2700.45
05-Sep-2005,2417.1,2439.55,2414.95,2422.95,50521839,2008.92
06-Sep-2005,2422.4,2436.25,2417,2428.65,47409904,1856.98
08-Sep-2005,2429,2456.9,2429,2454.45,46073516,2079.08
09-Sep-2005,2448.8,2462.8,2441.9,2455.45,47670661,1973.56
12-Sep-2005,2455.85,2486.35,2455.85,2484.15,44832163,1868.6
13-Sep-2005,2484,2503,2477.1,2500.35,54880639,2325.46
14-Sep-2005,2500.4,2514.75,2476,2492.45,82087707,3160.77
15-Sep-2005,2492.85,2527.5,2492.75,2523.95,62944965,2414.41
16-Sep-2005,2524.9,2555.1,2519.05,2552.35,63656466,2502.91
19-Sep-2005,2555.45,2579.7,2550.45,2567.1,63880908,2294.45
20-Sep-2005,2567.2,2582.8,2546.6,2578,77237821,3347.78
21-Sep-2005,2576.7,2585.6,2504.9,2567.3,108694906,4246.33
22-Sep-2005,2567.85,2580.4,2465.85,2476.5,103320451,3597.7
23-Sep-2005,2480.5,2507.9,2453.05,2477.75,84222865,3283.92
26-Sep-2005,2477.85,2560.85,2477.85,2557.35,61924057,2272.15
27-Sep-2005,2558.5,2592.5,2549.85,2574.85,80835742,3294.07
28-Sep-2005,2574.45,2602.95,2559.85,2598.05,75639565,3275.34
29-Sep-2005,2598.6,2633.9,2589.45,2611.2,118315309,5020.86
30-Sep-2005,2607.9,2623.05,2567.75,2601.4,88155803,3685.36
03-Oct-2005,2601,2635,2597.2,2630.05,64623105,2524.48
04-Oct-2005,2630,2667.05,2629.6,2663.35,76746128,3353.73
05-Oct-2005,2663.7,2669.2,2636.6,2644.4,87711982,3401.19
06-Oct-2005,2643.8,2643.8,2571.3,2579.15,107136584,3970.21
07-Oct-2005,2577.2,2603.25,2547.55,2574.05,92769893,4038.8
10-Oct-2005,2577.1,2595.15,2561,2566.85,61304701,2627.27
11-Oct-2005,2569.15,2592,2533.7,2589.55,71470357,3324.2
13-Oct-2005,2584.4,2589.35,2529.05,2537.3,95738560,4050.09
14-Oct-2005,2537.7,2548,2478,2484.4,91435384,3621.45
17-Oct-2005,2488.4,2498.6,2459.5,2485.15,76999001,3148.62
18-Oct-2005,2485.25,2517.7,2452.5,2468.2,77318585,3384.84
19-Oct-2005,2467.8,2467.85,2394.95,2412.45,93293821,3933.15
20-Oct-2005,2421.4,2463.85,2363.55,2395.45,114276924,4202.57
21-Oct-2005,2397.85,2447.85,2384.05,2443.75,97458038,3775.57
24-Oct-2005,2444.2,2460,2388.4,2394.85,80236463,2943.37
25-Oct-2005,2394.95,2444.6,2390.85,2418.2,85086738,3470.96
26-Oct-2005,2418.45,2434,2401.1,2408.5,91104303,3800.91
27-Oct-2005,2408.95,2416.45,2338.6,2352.9,125291990,4868.7
28-Oct-2005,2352.65,2355.15,2307.45,2316.05,84569727,3192.26
31-Oct-2005,2314.85,2373.4,2314.2,2370.95,69796263,2419.6
01-Nov-2005,2366.8,2410.15,2366.8,2386.75,18746555,665.75
02-Nov-2005,2386.45,2423.8,2367.75,2419.05,82540716,2909.26
07-Nov-2005,2419.25,2464.65,2411.6,2461.6,79272406,3265.1
08-Nov-2005,2463.65,2502.9,2460,2492.65,79715915,3234.37
09-Nov-2005,2493.1,2519.4,2475.7,2489.1,73896105,2927.57
10-Nov-2005,2489.1,2504.75,2480.85,2500.7,64917294,2435.45
11-Nov-2005,2500.85,2551.4,2500.85,2548.65,72465029,3003.72
14-Nov-2005,2548.55,2576.95,2534.4,2558.7,70311886,2722.9
16-Nov-2005,2559.45,2585.95,2559.45,2582.75,59709061,2711.52
17-Nov-2005,2558.45,2608.85,2558.45,2603.95,66443810,2924.97
18-Nov-2005,2604,2632.35,2595.15,2620.05,81690974,3121.62
21-Nov-2005,2620.1,2626.4,2591.75,2602.5,74794904,3111.44
22-Nov-2005,2603.25,2614,2567.05,2572.85,67631761,3090.06
23-Nov-2005,2572.85,2613.4,2563.1,2608.6,70840659,2992.72
24-Nov-2005,2608.9,2643.7,2608.7,2635,98400541,3651.41
25-Nov-2005,2635.35,2668.9,2633.75,2664.3,74964394,2877.95
26-Nov-2005,2664.85,2686.5,2664.7,2683.45,25534972,1016.73
28-Nov-2005,2683.6,2717.15,2682.65,2712,83653385,3266.97
29-Nov-2005,2712.35,2713.9,2679.9,2698.3,78581982,3583.48
30-Nov-2005,2698.1,2727.05,2647.1,2652.25,82029860,3588.31
01-Dec-2005,2651.6,2705,2641.95,2698.95,74048315,3626.04
02-Dec-2005,2699.55,2730.7,2691.5,2697.95,79794777,3914.45
05-Dec-2005,2697.6,2710.65,2654.35,2660.5,62679907,2405.29
06-Dec-2005,2661.4,2694.4,2647.35,2662.3,56613837,2735.99
07-Dec-2005,2662.3,2697.1,2662.3,2693,66551374,3002.33
08-Dec-2005,2694.95,2711.6,2673.5,2706.7,70166907,3288.04
09-Dec-2005,2706.75,2761.1,2698,2756.45,76475444,3624.71
12-Dec-2005,2756.4,2789.35,2756.4,2776.2,75289837,3334.62
13-Dec-2005,2776.8,2815.3,2764.65,2812.3,93127558,4485.5
14-Dec-2005,2812.8,2825.65,2788.3,2804.55,122645697,4636.36
15-Dec-2005,2805.2,2821.5,2763.35,2778.55,92701214,3996.15
16-Dec-2005,2778.65,2814.9,2766.5,2810.15,88271522,4180.3
19-Dec-2005,2808.35,2846,2803.45,2842.6,77018983,3272.85
20-Dec-2005,2843.15,2853.1,2815.2,2826.2,74975479,3150.23
21-Dec-2005,2826.45,2847.3,2799.45,2822.9,123430901,7389.62
22-Dec-2005,2826.7,2846.65,2818.65,2835.25,66786005,2946.81
23-Dec-2005,2835.7,2857,2799.7,2804.85,65175171,2972.67
26-Dec-2005,2804.3,2804.3,2741.8,2749.6,57486163,2509.99
27-Dec-2005,2746.25,2812.6,2725.7,2805.9,58763373,2824.9
28-Dec-2005,2806.8,2824.3,2780,2794.05,73928672,3690.54
29-Dec-2005,2792.75,2829.4,2792.75,2821.95,79236604,3891.34
30-Dec-2005,2823.95,2845.55,2812.75,2836.55,76048886,4017.93
02-Jan-2006,2836.8,2849.45,2825.4,2835.95,51922369,2492.19
03-Jan-2006,2835.95,2887.2,2832.05,2883.35,56919143,2674.83
04-Jan-2006,2883,2909.35,2883,2904.4,82021279,3415.2
05-Jan-2006,2904.45,2916.2,2884.8,2899.85,70082252,3203.74
06-Jan-2006,2899.85,2921.7,2877.25,2914,83354445,3728.49
09-Jan-2006,2913.35,2927.25,2898.25,2910.1,74818404,3462.62
10-Jan-2006,2910.15,2913.05,2865.6,2870.8,71122017,3508.23
12-Jan-2006,2869.35,2869.35,2824,2850.7,92184274,6110.85
13-Jan-2006,2851.4,2878.35,2846.7,2850.55,66173305,3198.16
16-Jan-2006,2851.35,2855.7,2824.05,2833.1,57827407,3404.76
17-Jan-2006,2833.8,2861.25,2820.65,2829.1,95095316,6190.85
18-Jan-2006,2809.9,2840.1,2783.85,2809.2,119045833,6974.93
19-Jan-2006,2811.1,2875.95,2811.1,2870.85,69427054,3219.72
20-Jan-2006,2870.8,2912.8,2870.8,2900.95,73695932,4307.53
23-Jan-2006,2900.3,2900.3,2870.95,2884.05,65128512,2809.25
24-Jan-2006,2886.35,2914.25,2885.75,2908,67193094,3300.77
25-Jan-2006,2908.75,2949.1,2871.25,2940.35,97129132,4944.65
27-Jan-2006,2941.9,2989.7,2941.9,2982.75,115083146,3807.99
30-Jan-2006,2983.3,3002.2,2963.65,2974.5,99399734,3402.83
31-Jan-2006,2968.95,3005.1,2968.85,3001.1,74303077,2982.45
01-Feb-2006,3001.3,3011.05,2960.9,2971.55,87163320,3809.99
02-Feb-2006,2972.2,2997.25,2957.55,2967.45,80517157,3574.21
03-Feb-2006,2968.1,2973.9,2931.85,2940.6,62877718,3113.61
06-Feb-2006,2940.95,3009.45,2928.1,3000.45,70479490,3602.08
07-Feb-2006,3001.15,3025.1,2991.25,3020.1,84822966,3781.35
08-Feb-2006,3018.2,3021.25,2984.9,3008.95,72204624,3709.2
10-Feb-2006,3009.15,3031.75,3009.1,3027.55,77233296,3764.84
13-Feb-2006,3026.15,3042.75,3018.5,3041.15,66172668,3052.33
14-Feb-2006,3040.25,3051.7,3009.9,3017.55,86851659,4149.93
15-Feb-2006,3001.4,3048.8,2995.3,3022.2,90334973,4183.48
16-Feb-2006,3023.1,3036.65,3013.7,3021.6,77742684,3413.17
17-Feb-2006,3021.65,3038.8,2976.7,2981.5,80252511,3664.79
20-Feb-2006,2982.35,3010.65,2955.85,3005.85,61702111,2832.2
21-Feb-2006,3008.55,3042.05,3008.55,3035.5,59629361,2936.55
22-Feb-2006,3035.65,3055.65,3032.5,3050.8,56288881,2838.57
23-Feb-2006,3050.85,3078.4,3050.85,3062.1,108536483,4627.45
24-Feb-2006,3061.7,3072,3041.6,3050.05,61840503,2445.38
27-Feb-2006,3050.3,3070.35,3050.3,3067.45,53579117,2663.01
28-Feb-2006,3067.9,3090.3,3031.8,3074.7,101518894,4978.91
01-Mar-2006,3074.6,3127.25,3064,3123.1,96935864,4886.99
02-Mar-2006,3124.25,3170.35,3124.25,3150.7,117835195,5303.83
03-Mar-2006,3151.3,3167.2,3132.6,3147.35,68562889,3740.91
06-Mar-2006,3147.25,3194,3147.2,3190.4,70231056,3256.57
07-Mar-2006,3190.45,3192.95,3166.75,3182.8,85670076,4153.35
08-Mar-2006,3183.45,3187.5,3107.9,3116.7,104385907,5393.67
09-Mar-2006,3116.75,3132.65,3069.85,3129.1,91561270,4422.04
10-Mar-2006,3129.05,3189.35,3128.6,3183.9,89130425,4292.37
13-Mar-2006,3184.1,3221.3,3174.05,3202.65,71708390,3515.72
14-Mar-2006,3197.2,3223.45,3184.05,3195.35,81135055,4011.15
16-Mar-2006,3197.3,3230.4,3196.95,3226.6,85098635,4339.33
17-Mar-2006,3226.9,3258.3,3226.9,3234.05,84410109,4238.8
20-Mar-2006,3234.2,3268.25,3234.2,3265.65,74738736,3092.16
21-Mar-2006,3264.65,3292.15,3247.25,3262.3,94383185,4408.31
22-Mar-2006,3263.35,3267.95,3221.95,3240.15,92992199,4747.15
23-Mar-2006,3240.85,3265.6,3225.2,3247.15,132315985,4977.08
24-Mar-2006,3247.15,3286.2,3242.6,3279.8,133458459,3755.77
27-Mar-2006,3283.4,3327.05,3280.8,3321.65,155883121,6939.44
28-Mar-2006,3321.45,3344.5,3311.85,3325,145259830,7402.88
29-Mar-2006,3324.85,3359.8,3324.8,3354.2,107383096,4235.41
30-Mar-2006,3354.25,3433.85,3354.25,3418.95,167133850,7120.91
31-Mar-2006,3420.55,3425.45,3381.9,3402.55,191025581,12055.59
03-Apr-2006,3403.15,3478.25,3402.45,3473.3,73250033,3804.68
04-Apr-2006,3473.1,3508.25,3463.85,3483.15,92359007,4230.1
05-Apr-2006,3483.15,3513.95,3483.15,3510.9,79374868,4099.01
07-Apr-2006,3525.6,3555.5,3445.9,3454.8,137089599,7354.61
10-Apr-2006,3455,3489.05,3430.4,3478.45,104980176,4807.96
12-Apr-2006,3479.1,3484.65,3366.75,3380,124245306,6146.48
13-Apr-2006,3380.4,3391.05,3290.35,3345.5,129244802,6733.14
17-Apr-2006,3342.15,3433.65,3342.15,3425.15,94138429,4856.61
18-Apr-2006,3429,3521.95,3429,3518.1,103920172,5605.22
19-Apr-2006,3523.65,3570.5,3502.75,3535.85,119462639,5833.57
20-Apr-2006,3539.8,3578.35,3527.25,3573.5,113701322,5774.69
21-Apr-2006,3576.75,3592.75,3517.1,3573.05,134014772,6849.64
24-Apr-2006,3572.8,3585.35,3536.3,3548.9,90785788,4698.35
25-Apr-2006,3548.8,3552.65,3433.55,3462.65,83494373,4284.69
26-Apr-2006,3462.65,3562.3,3454.1,3555.75,90642187,4568.22
27-Apr-2006,3554.7,3598.95,3492.75,3508.1,148887167,10435.62
28-Apr-2006,3507.45,3517.65,3342.85,3508.35,108821039,4943.01
29-Apr-2006,3508.35,3565.75,3508.35,3557.6,35740010,1515.59
02-May-2006,3557.55,3622.05,3556.9,3605.45,108347510,5259.84
03-May-2006,3604.4,3640.8,3581.4,3634.25,95591194,4537.19
04-May-2006,3630.65,3674.5,3621.55,3648.4,100108143,5141
05-May-2006,3649.45,3676.55,3639.55,3663.95,106747561,4261.22
08-May-2006,3668.65,3708.55,3668.65,3693.15,70284895,3777.17
09-May-2006,3694.65,3725.4,3655.65,3720.55,83890001,4706.15
10-May-2006,3720.75,3758.05,3717.25,3754.25,93510261,4998.59
11-May-2006,3755.8,3774.15,3687.9,3701.05,77726368,4255.37
12-May-2006,3704.15,3704.15,3633.85,3650.05,94028454,4448.04
15-May-2006,3651,3653,3482.85,3502.95,125542855,5652.8
16-May-2006,3502.95,3543.5,3382.4,3523.3,139746059,6200.73
17-May-2006,3525.05,3641.85,3525.05,3635.1,100892613,4550.85
18-May-2006,3636.45,3636.45,3365.9,3388.9,137036044,6090.7
19-May-2006,3391.85,3493.05,3205.25,3246.9,143372267,6499.15
22-May-2006,3254.3,3313.9,2896.4,3081.35,148001127,6043.37
23-May-2006,3068.6,3221.05,2997.35,3199.35,114894339,4682.56
24-May-2006,3203.5,3249.75,3091.6,3115.55,134699170,5908.84
25-May-2006,3114.7,3198.35,3012.95,3177.7,154894775,6720.25
26-May-2006,3177.7,3277.95,3177.7,3209.6,105522896,4245.44
29-May-2006,3207.25,3255.25,3193.15,3214.9,73032523,2981.85
30-May-2006,3215.5,3252.1,3167.05,3185.3,69451029,3202.35
31-May-2006,3181.95,3181.95,2972.9,3071.05,119568428,4934.32
01-Jun-2006,3072.55,3130,2936.6,2962.25,112881053,5065.82
02-Jun-2006,2961.5,3099.35,2940.2,3091.35,106179408,4324.06
05-Jun-2006,3092.6,3125.4,3006.4,3016.65,88204812,4034.23
06-Jun-2006,3015.05,3015.05,2910.3,2937.3,98819077,4198.29
07-Jun-2006,2935.25,2956.9,2819.45,2860.45,122677884,4954.39
08-Jun-2006,2856.9,2859.4,2683.2,2724.35,133611695,5155.37
09-Jun-2006,2721.2,2875.75,2707.85,2866.3,101500861,4255.42
12-Jun-2006,2867.65,2877.8,2761.85,2776.85,78190250,3359.69
13-Jun-2006,2773.6,2773.6,2638.1,2663.3,85457365,3459.33
14-Jun-2006,2665.05,2767.75,2595.65,2632.8,98860315,4513.9
15-Jun-2006,2634.1,2814.15,2634.1,2798.8,88836911,3820.2
16-Jun-2006,2799.85,2960.15,2799.85,2890.35,117621143,5258.32
19-Jun-2006,2892,2932.9,2846.5,2916.9,75179603,3186.42
20-Jun-2006,2919,2919,2837.45,2861.3,85067878,3342.93
21-Jun-2006,2861.4,2930.8,2836.4,2923.45,81725635,3417
22-Jun-2006,2923.75,3017.65,2923.75,2994.75,81030379,3567
23-Jun-2006,2993.55,3063.2,2920.2,3042.7,86904356,3615.07
25-Jun-2006,3043.15,3083,3035.95,3050.3,12073961,433.29
26-Jun-2006,3051.8,3059.85,2928,2943.2,87442622,3613.02
27-Jun-2006,2943.6,3004.15,2899.25,2982.45,116745741,5252.39
28-Jun-2006,2982.2,3003.65,2909.6,2981.1,84897439,3840.16
