Date,Open,High,Low,Close,Adj Close,Volume,IntraMonth Diff,InterMonth Change
2018-08-01,11359.8,11760.2,11234.95,11680.5,11680.5,4923000,4.62,2.77
2018-09-01,11751.8,11751.8,10850.3,10930.45,10930.450195,5151800,7.67,6.86
2018-10-01,10930.9,11035.65,10004.55,10386.6,10386.599609,7030800,9.43,5.24
2018-11-01,10441.7,10922.45,10341.9,10876.75,10876.75,5318400,5.56,4.51
2018-12-01,10930.7,10985.15,10333.85,10862.55,10862.549805,6533100,5.96,0.13
2019-01-01,10868.85,10987.45,10583.65,10830.95,10830.950195,7273800,3.72,0.29
2019-02-01,10851.35,11118.1,10585.65,10792.5,10792.5,7461400,4.91,0.36
2019-03-01,10842.65,11630.35,10817.0,11623.9,11623.900391,6857200,7.5,7.15
2019-04-01,11665.2,11856.15,11549.1,11748.15,11748.150391,6516900,2.63,1.06
2019-05-01,11725.55,12041.15,11108.3,11922.8,11922.799805,8645600,7.96,1.46
2019-06-01,11953.75,12103.05,11625.1,11788.85,11788.849609,6788000,4.0,1.14
2019-07-01,11839.9,11981.75,10999.4,11118.0,11118.0,9988500,8.3,6.03
2019-08-01,11060.2,11181.45,10637.15,11023.25,11023.25,11153100,4.92,0.86
2019-09-01,10960.95,11694.85,10670.25,11474.45,11474.450195,12210000,9.35,3.93
2019-10-01,11515.4,11945.0,11090.15,11877.45,11877.450195,15461000,7.42,3.39
2019-11-01,11886.6,12158.8,11802.65,12056.05,12056.049805,13178000,3.0,1.48
2019-12-01,12137.05,12293.9,11832.3,12168.45,12168.450195,12549800,3.8,0.92
2020-01-01,12202.15,12430.5,11929.6,11962.1,11962.099609,10965400,4.11,1.73
2020-02-01,11627.45,12246.7,11175.05,11201.75,11201.75,10198200,9.22,6.79
2020-03-01,11387.35,11433.0,7511.1,8597.75,8597.75,21303000,34.44,30.29
2020-04-01,8584.1,9889.05,8055.8,9859.9,9859.900391,12736300,21.36,12.8
2020-05-01,9533.5,9598.85,8806.75,9580.3,9580.299805,13675900,8.31,2.92
2020-06-01,9726.85,10553.15,9544.35,10302.1,10302.099609,16778800,10.37,7.01
2020-07-01,10323.8,11341.4,10299.6,11073.45,11073.450195,14640200,10.09,6.97
2020-08-01,11057.55,11794.25,10882.25,11387.5,11387.5,14035500,8.25,2.76
2020-09-01,11464.3,11618.1,10790.2,11247.55,11247.549805,12928400,7.22,1.24
2020-10-01,11364.45,12025.45,11347.05,11642.4,11642.400391,11602500,5.97,3.39
2020-11-01,11697.35,13145.85,11557.4,12968.95,12968.950195,13004600,13.58,10.23
2020-12-01,13062.2,14024.85,12962.8,13981.75,13981.75,12077600,8.13,7.24
2021-01-01,14104.35,14753.55,13596.75,13634.6,13634.599609,12761800,8.2,2.55
2021-02-01,13758.6,15431.75,13661.75,14529.15,14529.150391,14313900,12.86,6.16
2021-03-01,14702.5,15336.3,14264.4,14690.7,14690.700195,9886800,7.29,1.1
2021-04-01,14798.4,14883.2,14692.45,14867.35,14867.349609,445000,1.29,1.19
